objectid,parentid,title,creator,date,era,description,subject,publisher,source,relation,hasVersion,type,format,extent,language,rights,license,isPartOf,isReferencedBy,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
abb21119_3,,Handelsorte,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Über Frankfurt war Basel mit den Ost-und Nordseehäfen Lübeck, Hamburg und
Bremen verbunden, über Köln mit den Niederlanden, wo Amsterdam als Drehscheibe für den Seehandel in die Ost- und Nordsee einerseits, in den Atlantik und die aussereuropäischen Kolonien andererseits diente. Dem Hochrhein entlang gelangte man von Basel über Schaffhausen in den Bodenseeraum bis nach Augsburg und von dort über den Brenner weiter nach Oberitalien. In Richtung Süden verlief seit dem 18. Jahrhundert eine wichtige Verbindung über den Oberen Hauenstein nach Genf, weiter nach Lyon und Marseille. Im Westen führten zwei Strassen über Nancy und Châlons sur Marne oder Troyes nach Paris und von dort zu den französischen Atlantikhäfen. Über den Bözberg und Zürich lief der Transport über die Gotthardroute und die Bündnerpässe bis Mailand, in die Lombardei, nach Genua, Livorno und Venedig und von dort weiter in die Levante.",Wirtschaft; Globalisierung; Kolonialismus,"HMB; Alioth 1981, S. 85.",,"Vorlage von HMB, Basler Stadtgeschichte 2, S. 85",,http://purl.org/dc/dcmitype/Image,application/geo+json,1830x1654 / 283x295,Deutsch,"CC BY-SA.4.0
Quelle: HMB; Alioth 1981, S. 85. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,100,geodata,https://omeka.unibe.ch/files/original/f2ad2ae18ddb4eb7aff80ad94ea1083429d04d18.geojson,,,,
abb21119_4,,Handelsrouten,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Über Frankfurt war Basel mit den Ost-und Nordseehäfen Lübeck, Hamburg und
Bremen verbunden, über Köln mit den Niederlanden, wo Amsterdam als Drehscheibe für den Seehandel in die Ost- und Nordsee einerseits, in den Atlantik und die aussereuropäischen Kolonien andererseits diente. Dem Hochrhein entlang gelangte man von Basel über Schaffhausen in den Bodenseeraum bis nach Augsburg und von dort über den Brenner weiter nach Oberitalien. In Richtung Süden verlief seit dem 18. Jahrhundert eine wichtige Verbindung über den Oberen Hauenstein nach Genf, weiter nach Lyon und Marseille. Im Westen führten zwei Strassen über Nancy und Châlons sur Marne oder Troyes nach Paris und von dort zu den französischen Atlantikhäfen. Über den Bözberg und Zürich lief der Transport über die Gotthardroute und die Bündnerpässe bis Mailand, in die Lombardei, nach Genua, Livorno und Venedig und von dort weiter in die Levante.",Wirtschaft; Globalisierung; Kolonialismus,"HMB; Alioth 1981, S. 85.",,"Vorlage von HMB, Basler Stadtgeschichte 2, S. 85",,http://purl.org/dc/dcmitype/Image,application/geo+json,1830x1654 / 283x295,Deutsch,"CC BY-SA.4.0
Quelle: HMB; Alioth 1981, S. 85. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,100,geodata,https://omeka.unibe.ch/files/original/bba98a623dc346ff6d8360e6155fa4e8f5923ad5.geojson,,,,
abb21119_5,,Seewege,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Über Frankfurt war Basel mit den Ost-und Nordseehäfen Lübeck, Hamburg und
Bremen verbunden, über Köln mit den Niederlanden, wo Amsterdam als Drehscheibe für den Seehandel in die Ost- und Nordsee einerseits, in den Atlantik und die aussereuropäischen Kolonien andererseits diente. Dem Hochrhein entlang gelangte man von Basel über Schaffhausen in den Bodenseeraum bis nach Augsburg und von dort über den Brenner weiter nach Oberitalien. In Richtung Süden verlief seit dem 18. Jahrhundert eine wichtige Verbindung über den Oberen Hauenstein nach Genf, weiter nach Lyon und Marseille. Im Westen führten zwei Strassen über Nancy und Châlons sur Marne oder Troyes nach Paris und von dort zu den französischen Atlantikhäfen. Über den Bözberg und Zürich lief der Transport über die Gotthardroute und die Bündnerpässe bis Mailand, in die Lombardei, nach Genua, Livorno und Venedig und von dort weiter in die Levante.",Wirtschaft; Globalisierung; Kolonialismus,"HMB; Alioth 1981, S. 85.",,"Vorlage von HMB, Basler Stadtgeschichte 2, S. 85",,http://purl.org/dc/dcmitype/Image,application/geo+json,1830x1654 / 283x295,Deutsch,"CC BY-SA.4.0
Quelle: HMB; Alioth 1981, S. 85. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,100,geodata,https://omeka.unibe.ch/files/original/fe4fccdf8d40f43be91a95128b3ea56fb221b921.geojson,,,,
abb21119_6,,Seewege Richtung,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Über Frankfurt war Basel mit den Ost-und Nordseehäfen Lübeck, Hamburg und
Bremen verbunden, über Köln mit den Niederlanden, wo Amsterdam als Drehscheibe für den Seehandel in die Ost- und Nordsee einerseits, in den Atlantik und die aussereuropäischen Kolonien andererseits diente. Dem Hochrhein entlang gelangte man von Basel über Schaffhausen in den Bodenseeraum bis nach Augsburg und von dort über den Brenner weiter nach Oberitalien. In Richtung Süden verlief seit dem 18. Jahrhundert eine wichtige Verbindung über den Oberen Hauenstein nach Genf, weiter nach Lyon und Marseille. Im Westen führten zwei Strassen über Nancy und Châlons sur Marne oder Troyes nach Paris und von dort zu den französischen Atlantikhäfen. Über den Bözberg und Zürich lief der Transport über die Gotthardroute und die Bündnerpässe bis Mailand, in die Lombardei, nach Genua, Livorno und Venedig und von dort weiter in die Levante.",Wirtschaft; Globalisierung; Kolonialismus,"HMB; Alioth 1981, S. 85.",,"Vorlage von HMB, Basler Stadtgeschichte 2, S. 85",,http://purl.org/dc/dcmitype/Image,application/geo+json,1830x1654 / 283x295,Deutsch,"CC BY-SA.4.0
Quelle: HMB; Alioth 1981, S. 85. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,100,geodata,https://omeka.unibe.ch/files/original/f60127adf12bd34cf822617fb932b7f328ea190f.geojson,,,,
abb21237,,"Anonym, ‹t’Eyland Curacao Anno 1786›",Anonym,1786,Neuzeit,Die Aquarellzeichnung zeigt die niederländische Karibikinsel Curaçao mit der Hauptstadt Willemstad im Jahr 1786. Der Sitz des Gouverneurs (rot markiert) ist mit Nr. 3 bezeichnet.,Stadt; Kolonialismus; Sklaverei,Royal Museums Greenwich,"Royal Museums Greenwich, PAI0334",https://www.rmg.co.uk/collections/objects/rmgc-object-150274,,http://purl.org/dc/dcmitype/Image,image/jpeg,4800x3250,Niederländisch,"In Copyright
National Maritime Museum, Greenwich,
London, Inv. PAI0334",http://rightsstatements.org/vocab/InC/1.0/,4,101,record,,,,,
abb21898,,"Lederkassette von Daniel Frischmann, zwischen 1761 und 1770
(Masse 21 cm × 43,5 cm × 25 cm)",,1761/1770,Neuzeit,"Mit Leder bezogene Holzkiste aus dem Besitz von Daniel Frischmann, die im Auftrag des englischen Königs Georg III. (1760–1820) hergestellt worden war. Sie diente Frischmann vermutlich auf der Rückreise als Kassette für seinen Kriegsgewinn.",Reisen; Kolonialismus,Historisches Museum Basel,HMB Inv. 2004.187,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/grosse-lederkassette/,,http://purl.org/dc/dcmitype/Image,image/jpeg,2238x1754,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 2004.187, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,102,image,,https://omeka.unibe.ch/files/large/96c764cada3a931fad42cfe01ba16c1150a6eebb.jpg,https://omeka.unibe.ch/files/large/96c764cada3a931fad42cfe01ba16c1150a6eebb.jpg,,
abb21867,,"Johann Niklaus Grooth, Porträt von Daniel Frischmann, 1772",Johann Nikolaus Grooth Q21117075,1772,Neuzeit,Das Porträt zeigt Frischmann in der Uniform eines Obersten der Britischen Ostindien-Kompanie. Frischmann machte in der englischen Armee in Indien Karriere und diente zuletzt als Kommandeur von Madras und der Zitadelle St. George. Er kehrte 1770 über London nach Basel zurück.,Militär; Kolonialismus,Privatbesitz,,,,http://purl.org/dc/dcmitype/Image,image/tiff,5372x7195,,"Privatbesitz, Foto Andreas Niemz",http://rightsstatements.org/vocab/InC/1.0/,4,103,record,,,,,
abb25143,,"Musterbuch der Seidenbandfirma Emanuel Hoffmann-Werthemann, ca.1770/1780",,1770/1780,Neuzeit,Musterbücher zeigten das Sortiment der jeweiligen Firma. Die typische marmorierte Struktur der abgebildeten Moirébänder entstand durch Pressung. Solche Seidenbänder galten als kostbarer als die einfachen Florettseidenbänder.,Unternehmen; Wirtschaft,Historisches Museum Basel,HMB Inv. Nr. 1917-887 (S. 55),Nicht im Onlinekatalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,6728x5040,,"CC BY-SA 4.0, Natascha Jansen
HMB, Inv. 1917-887 (S. 55), Foto Natascha
Jansen",https://creativecommons.org/licenses/by-sa/4.0/,4,104,image,,https://omeka.unibe.ch/files/large/9fbd4ca095b367895e5a12cf48ef1bf2289b2f92.jpg,https://omeka.unibe.ch/files/large/9fbd4ca095b367895e5a12cf48ef1bf2289b2f92.jpg,,
abb22924,,"Lukas Sarasin, Samuel Werenfels, Franz Feyerabend, 
Federzeichnung eines zirkumpolaren Horizontalpanoramas der Stadt Basel, 1787",Franz Feyerabend Q26714981,1787,Neuzeit,"Von einem Kamin des ‹Blauen Hauses› aus erschliesst sich
in einer 360-Grad-Umsicht ein neuer Blick auf Basel und seine Umgebung.",Stadt,Staatsarchiv Basel-Stadt,"StABS 511a 800 J 50, 2",https://dls.staatsarchiv.bs.ch/records/895100,,http://purl.org/dc/dcmitype/Image,image/tiff,17126x17126,,"Bilddaten gemeinfrei - StABS
StABS, Planarchiv Privatarchiv 511a 800 J 50, 2",https://creativecommons.org/publicdomain/mark/1.0/,4,105,image,,,,,
abb22980,,"Heinrich Lips, Porträt von Andreas Merian-Iselin nach einer Zeichnung von Elisabeth Pfenninger, um 1803",Johann Heinrich Lips Q1384162,1803~,Neuzeit,"Wie eine Basler Karriere im 18. Jahrhundert aussehen konnte, zeigt die Biografie von Andreas Merian-Iselin (1742–1811). Der Pfarrerssohn studierte Philosophie und Recht an der Basler Universität. 1768 wurde er Sekretär der städtischen Kanzlei. Acht Jahre später übernahm er das Amt des ‹Sechsers› in der Zunft zu Rebleuten. 1782 wurde er zum Weinschreiber und ‹Ingrossisten› ernannt, ein Jahr später zum Stadtschreiber und 1790 zum Oberstzunftmeister gewählt; ein Amt, das er im Zuge der Basler Revolution von 1798 gezwungenermassen aufgeben musste. In der Zeit der Helvetik gewann er als konservativer Reformgegner schnell wieder an politischem Einfluss. Seit 1803 bekleidete er das Bürgermeisteramt, 1806 wurde er zum Landammann der Schweiz gewählt.",Philosophie; Religion; Stadt; Politik,Universitätsbibliothek Basel,"UBH Portr BS Merian A 1742, 2a. UBH, UBH Portr BS Merian A 1742, 2d. UBH, UBH Portr BS Merian A 1742, 2c. UBH, UBH Portr BS Merian A 1742, 2b. UBH",https://ub-portraets.ub.unibas.ch/de/detail/portraets_9943279120105504,https://ub-test-iiifpresentation.ub.unibas.ch/portraets/9943279120105504/manifest/,http://purl.org/dc/dcmitype/Image,image/tiff,4677x4063,,"Public Domain Mark
UB Basel, UBH Portr BS Merian A 1742, 2a",https://creativecommons.org/publicdomain/mark/1.0/,4,106,image,,https://omeka.unibe.ch/files/large/1c72539ceb47d720df67ae86c8b1f01257bd7aaf.jpg,https://omeka.unibe.ch/files/large/1c72539ceb47d720df67ae86c8b1f01257bd7aaf.jpg,,
abb23007,,Ausschnitt aus dem ‹Verzeichnis der Professionisten der Stadt Basel im Jahr 1780›,,1780,Neuzeit,"Im Jahr 1780 wurde im Auftrag der Stadt ein ‹Verzeichnis der Professionisten› gedruckt, das achtundsiebzig in der Stadt vertretene Berufe auflistete. Bäcker, Metzger, Schneider und Schuhmacher gehörten zu den bekanntesten und am häufigsten vertretenen Beschäftigungen. Ziegler, Windenmacher, Säger und Kupferstecher hingegen waren Tätigkeiten, die zwar unverzichtbar waren, indes zahlenmässig keine grosse Rolle spielten. Ebenfalls von geringer Bedeutung, aber dennoch als eigene Berufe ausgewiesen waren Langmesserschmiede, Sporrer (Schmiede für Reitbedarf), Pittschierstecher (Hersteller von Siegelstempeln) und Gassenbesetzer (Verleger von Pflastersteinen). Auch acht Bräter, die Würste und Fleisch in der Stadt feilboten, wurden verzeichnet.",Beruf; Stadt; Wirtschaft,Universitätsbibliothek Basel,UBH Falk 3162:18,https://www.e-rara.ch/bau_1/content/zoom/25717510,https://www.e-rara.ch/i3f/v20/25717507/manifest,http://purl.org/dc/dcmitype/Image,image/jpeg,2676x4254,Deutsch,"Public Domain Mark
UB Basel",https://creativecommons.org/publicdomain/mark/1.0/,4,107,image,,https://omeka.unibe.ch/files/large/162c3f806266bb5194f30d37d685944742844e54.jpg,https://omeka.unibe.ch/files/large/162c3f806266bb5194f30d37d685944742844e54.jpg,,
abb23089,,"Joseph Esperlin, Porträt von Johann Rudolf Iselin, zwischen 1759 und 1779",Joseph Esperlin Q1706945,1759/1779,Neuzeit,"Johann Rudolf Iselin, Sohn des Ratsherrn und Seidenfabrikanten Hans Jakob Iselin und der Maria Elbs, studierte Recht und wurde 1728 zum Doktor promoviert. 1736 trat er als Hofrat in den Dienst des Markgrafen von Baden-Durlach ein, bevor er 1743 zum Redaktor der ‹Basler Mittwoch- und Samstag-Zeitung› und 1757 zum Professor des römischen und öffentlichen Rechts ernannt wurde.",Medien,Naturhistorisches Museum Basel,,,,http://purl.org/dc/dcmitype/Image,image/tiff,1806x2362,,"In Copyright
NMB",http://rightsstatements.org/vocab/InC/1.0/,4,108,record,,,,,
abb23193,,Mandat des Basler Rates vom 2. September 1722,,1722,Neuzeit,"Das Mandat markiert den Höhepunkt der Auseinandersetzung mit dem frühen Pietismus in Basel. Der Rat verbot christliche Versammlungen in Privathäusern und auf dem Feld, da er befürchtete, dass hier dem christlichen Glaubensbekenntnis zuwiderlaufende Meinungen verkündet wurden. Als Strafe bei Zuwiderhandlung wurde die Landesverweisung angedroht. Zudem sollten fremde Lehrer, Schwärmer und Ausgewiesene nicht beherbergt sowie ihre Bücher und Lehren nicht angenommen werden. Auch dürfe man sich
von anderen nicht absondern.",Kirche; Religion; Christentum; Lehre,Staatsarchiv Basel-Stadt,StABS Bf 1 A 8-25,https://dls.staatsarchiv.bs.ch/records/1117278,,http://purl.org/dc/dcmitype/Image,image/tiff,4841x4125,Deutsch,"Bilddaten gemeinfrei - StABS
StABS, STA Bf 1 A 8-25",https://creativecommons.org/publicdomain/mark/1.0/,4,109,image,,https://omeka.unibe.ch/files/large/8894831b6fbe699be13ecf068dd8c989e3bfe20e.jpg,https://omeka.unibe.ch/files/large/8894831b6fbe699be13ecf068dd8c989e3bfe20e.jpg,,
abb23308,,"Marquard Wocher, Porträt von Wilhelm Brenner, 1782",Marquard Wocher Q2777444,1782,Neuzeit,"Die Geschwister Wilhelm Brenner (1723–1781) und Susanna Ochs-Brenner (1725–1810) stammten aus einer Basler Bürgerfamilie. Sie wurden im Rahmen des Separatistenprozesses 1753/54 als Pietisten angeklagt und hart bestraft: Wilhelm wurde 1754 aus der Stadt gewiesen und, als er wenige Tage später wieder auftauchte, ein halbes Jahr in Isolationshaft genommen. Susanna kam ebenfalls in Haft. Als sich im Laufe der 1760er-Jahre eine Annäherung zwischen der offiziellen Kirche und den Pietistinnen und Pietisten einstellte, wurden beide Geschwister rehabilitiert.",Kirche; Religion; Haft; Christentum,Universitätsbibliothek Basel,"UBH Portr BS Brenner W 1723, 1",https://ub-portraets.ub.unibas.ch/de/detail/portraets_9949849170105504,https://ub-test-iiifpresentation.ub.unibas.ch/portraets/9949849170105504/manifest/,http://purl.org/dc/dcmitype/Image,image/tiff,2388x2978,,"Public Domain Mark
UB Basel, UBH Portr BS Brenner W 1723, 1",https://creativecommons.org/publicdomain/mark/1.0/,4,110,image,,https://omeka.unibe.ch/files/large/62c09c7bdefa24ab797b2123cde1e71aa8007317.jpg,https://omeka.unibe.ch/files/large/62c09c7bdefa24ab797b2123cde1e71aa8007317.jpg,,
abb23206,,"Anonym, Porträt von Susanna Ochs-Brenner, vor 1810",Anonym,1725/1810,Neuzeit,"Die Geschwister Wilhelm Brenner (1723–1781) und Susanna Ochs-Brenner (1725–1810) stammten aus einer Basler Bürgerfamilie. Sie wurden im Rahmen des Separatistenprozesses 1753/54 als Pietisten angeklagt und hart bestraft: Wilhelm wurde 1754 aus der Stadt gewiesen und, als er wenige Tage später wieder auftauchte, ein halbes Jahr in Isolationshaft genommen. Susanna kam ebenfalls in Haft. Als sich im Laufe der 1760er-Jahre eine Annäherung zwischen der offiziellen Kirche und den Pietistinnen und Pietisten einstellte, wurden beide Geschwister rehabilitiert.",Religion; Haft; Kirche; Christentum,Staatsarchiv Basel-Stadt,StABS PA 565a S 8 III 5,"Nicht online vorhanden; vgl. ""Geschichte einer städtischen Gesellschaft"", S. 342.",,http://purl.org/dc/dcmitype/Image,image/tiff,7207x7847,,"Bilddaten gemeinfrei - StABS
StABS, PA 565a S 8",https://creativecommons.org/publicdomain/mark/1.0/,4,111,image,,https://omeka.unibe.ch/files/large/41ed027fd4608b45352ac63855dd4f5357a68bee.jpg,https://omeka.unibe.ch/files/large/41ed027fd4608b45352ac63855dd4f5357a68bee.jpg,,
abb23919,,"Emanuel Büchel, Muttenz mit dem Kirchturm von St. Arbogast, ca. 1748",Emmanuel Büchel Q117083,1748,Neuzeit,"Durch Hieronymus Annoni, der hier zwischen 1746 und seinem Tod 1770 predigte, wurde die Wehrkirche St. Arbogast in Muttenz zu einem Zentrum der Basler pietistischen Frömmigkeit.",Kirche; Religion; Christentum,Staatsarchiv Basel-Stadt,"StABS, BILD Falk. D 9, 1",https://dls.staatsarchiv.bs.ch/records/564932,,http://purl.org/dc/dcmitype/Image,image/tiff,7524x6764,Deutsch,"Bilddaten gemeinfrei - StABS
StABS, BILD Falk. D 9, 1",https://creativecommons.org/publicdomain/mark/1.0/,4,112,image,,https://omeka.unibe.ch/files/large/9fc380a3f873f9cf0b570a85eeefce94f7e32cdc.jpg,https://omeka.unibe.ch/files/large/9fc380a3f873f9cf0b570a85eeefce94f7e32cdc.jpg,,
abb23559,,"Anonym, Porträt von Daniel Bernoulli, um 1720/1725",Anonym,1720/1725,Neuzeit,"Daniel Bernoulli stammte aus einer berühmten Familie von Wissenschaftlern. Sein Vater Johann I (1667–1748), sein Onkel Jakob I (1654–1705) und sein Bruder Nikolaus II (1695–1726) waren bekannte Mathematiker. Daniel studierte zunächst Medizin in Basel, Heidelberg und Strassburg. 1733 übernahm er die Professur für Anatomie und Botanik an der Basler Universität, 1743 den Lehrstuhl für Anatomie und Physiologie und 1750 schliesslich die Professur für Physik.",Mathematik; Medizin; Physik,Historisches Museum Basel,HMB Inv. 1991.156,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/portraet-des-daniel-bernoulli/,,http://purl.org/dc/dcmitype/Image,image/jpeg,3208 × 3786,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1991.156, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,113,image,,https://omeka.unibe.ch/files/large/8ced94d5ad3cf916bc5649d1d774b56184c6e4eb.jpg,https://omeka.unibe.ch/files/large/8ced94d5ad3cf916bc5649d1d774b56184c6e4eb.jpg,,
abb23578,,"Johann Dietrich, ‹Diederichscher Magnet›, 1755",Johann Dietrich,1755,Neuzeit,"Daniel Bernoulli liess 1755 im Rahmen seiner Studien zum Magnetismus beim Basler Goldschmied Johann Dietrich (1715–1758) einen hufeisenförmigen Magneten anfertigen. Anhand des Objekts stellte er Beziehungen zwischen der Tragkraft eines Magneten, seiner Oberfläche und seinem Gewicht her.",Mathematik; Physik,Historisches Museum Basel,HMB Inv. 1986.439,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/hufeisenmagnet-in-sechs-lagen/,,http://purl.org/dc/dcmitype/Image,image/jpeg,2910 × 4213,,"CC BY-SA 4.0, Maurice Babey
HMB, Inv. 1986.439, Foto Maurice Babey",https://creativecommons.org/licenses/by-sa/4.0/,4,114,image,,https://omeka.unibe.ch/files/large/2d8ebe800fd6608f3dae49042c8d763a09f22d51.jpg,https://omeka.unibe.ch/files/large/2d8ebe800fd6608f3dae49042c8d763a09f22d51.jpg,,
abb23700,,"Chronometer, hergestellt von Thomas Mudge nach einem Entwurf von Johann
Jakob Huber, 1755",Thomas Mudge Q2426204,1755,Neuzeit,"Huber und Mudge konstruierten erstmals eine Uhr mit konstantem
Antrieb auf der Grundlage einer sogenannten freien Hemmung, die weniger Reibung aufwies und dadurch zuverlässiger als ältere Modelle funktionierte.",Mathematik; Physik,Historisches Museum Basel,HMB Inv. 1960.20,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/chronometer/,,http://purl.org/dc/dcmitype/Image,image/jpeg,3968 × 3151,,"CC BY-SA 4.0, Natascha Jansen
HMB, Inv. 1960.20, Foto Natascha Jansen",https://creativecommons.org/licenses/by-sa/4.0/,4,115,multiple,,https://omeka.unibe.ch/files/large/55843426b560cfa6dfb5843c379596d48617505f.jpg,https://omeka.unibe.ch/files/large/55843426b560cfa6dfb5843c379596d48617505f.jpg,,
abb23700_0,abb23700,,Thomas Mudge Q2426204,1755,Neuzeit,"Huber und Mudge konstruierten erstmals eine Uhr mit konstantem
Antrieb auf der Grundlage einer sogenannten freien Hemmung, die weniger Reibung aufwies und dadurch zuverlässiger als ältere Modelle funktionierte.",Mathematik; Physik,Historisches Museum Basel,HMB Inv. 1960.20,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/chronometer/,,http://purl.org/dc/dcmitype/Image,image/jpeg,3968 × 3151,,"CC BY-SA 4.0, Natascha Jansen
HMB, Inv. 1960.20, Foto Natascha Jansen",https://creativecommons.org/licenses/by-sa/4.0/,4,115,image,https://omeka.unibe.ch/files/original/55843426b560cfa6dfb5843c379596d48617505f.tif,https://omeka.unibe.ch/files/large/55843426b560cfa6dfb5843c379596d48617505f.jpg,https://omeka.unibe.ch/files/large/55843426b560cfa6dfb5843c379596d48617505f.jpg,,
abb23700_1,abb23700,,Thomas Mudge Q2426204,1755,Neuzeit,"Huber und Mudge konstruierten erstmals eine Uhr mit konstantem
Antrieb auf der Grundlage einer sogenannten freien Hemmung, die weniger Reibung aufwies und dadurch zuverlässiger als ältere Modelle funktionierte.",Mathematik; Physik,Historisches Museum Basel,HMB Inv. 1960.20,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/chronometer/,,http://purl.org/dc/dcmitype/Image,image/jpeg,3968 × 3151,,"CC BY-SA 4.0, Natascha Jansen
HMB, Inv. 1960.20, Foto Natascha Jansen",https://creativecommons.org/licenses/by-sa/4.0/,4,115,image,https://omeka.unibe.ch/files/original/06a59c6fe8f85262c2f6bd6041bf0196b6a557b1.tif,https://omeka.unibe.ch/files/large/06a59c6fe8f85262c2f6bd6041bf0196b6a557b1.jpg,https://omeka.unibe.ch/files/large/06a59c6fe8f85262c2f6bd6041bf0196b6a557b1.jpg,,
abb23931,,"Porträt von Isaak Iselin, 1784. Ölgemälde von Anton Hickel, eigenhändige Kopie der Fassung von 1781",Anton Hickel Q590275,1784,Neuzeit,"Isaak Iselin bemühte sich nicht nur um politische und pädagogische Reformen in der Stadt, sondern beteiligte sich auch an prominenter Stelle an den Diskussionen der europäischen Aufklärung.",Gesetz; Pädagogik; Politik,Historisches Museum Basel,?,Nicht im Onlinekatalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,3552 x 4179,,"CC BY-SA 4.0, Peter Portner
HMB, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,116,image,,https://omeka.unibe.ch/files/large/56ca04011804cecad75310cde381ba7e9e5e05f8.jpg,https://omeka.unibe.ch/files/large/56ca04011804cecad75310cde381ba7e9e5e05f8.jpg,,
abb23902,,"Johann August Nahl d. J., Porträt von Peter Ochs, 1791",Johann August Nahl d. J.Q18511883,1791,Neuzeit,"Nahl zeigt Peter Ochs als Korrespondenten und Historiker am Schreibtisch in Paris, links im Bild die ersten drei Bände seiner Basler Geschichte, rechts eine Büste von Benjamin Franklin. Ochs wurde vor allem als Staatsmann und Diplomat bekannt. Erst im Alter von siebzehn kam er nach Basel, der Geburtsstadt seines Vaters. Er besuchte die Universität und heiratete die Bürgertochter Salome Vischer. 1780 war er erstmals als Gesandter an der Tagsatzung. Es folgten zahlreiche diplomatische Missionen für Basel und ein steiler Aufstieg in die höchsten Ämter der Stadt. Während der Französischen Revolution, die Ochs begrüsste und deren Ideale er teilte, vertrat er die Eidgenossenschaft auch nach aussen. Im Inneren setzte er sich für Reformen ein und beteiligte sich federführend an der Ausarbeitung der Verfassung und Gründung der Helvetischen Republik. Mit deren Scheitern verlor er alle seine Ämter.",Gleichheit; Gesellschaft; Gesetz,Historisches Museum Basel,HMB Inv. 1974.393,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/portraet-des-peter-ochs/,,http://purl.org/dc/dcmitype/Image,image/jpeg,2480 × 3031,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1974.393, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,117,image,,https://omeka.unibe.ch/files/large/7054d98bc33420096d469bd1ee8046c94bb74f82.jpg,https://omeka.unibe.ch/files/large/7054d98bc33420096d469bd1ee8046c94bb74f82.jpg,,
abb2023001,,"Der Stadt Basel Bann, mit den undern Vogteÿen, Münchenstein, Riehen, Kleinhünningen","Emanuel Büchel , Jacques-Antony Chovin",1750~,Neuzeit,"Karte der Stadt Basel mit den angrenzenden zugehörigen Gebieten und dem Fluss Rhein. Die Grenzen basieren etwa auf dem Stand um 1750. Der Massstab ist ca. 1:80000. Auf der Karte befindet sich in der Ecke unten links das Basler Wappen (Baslerstab), das vom Basilisken gehalten wird.  
Koordinaten: E 7°31'-E 7°44'/N 47°37'-N 47°28'",Stadt; Wohnen,Universitätsbibliothek Basel,"Universitätsbibliothek Basel, UBH Kartenslg Schw CI 81",https://www.e-rara.ch/bau_1/doi/10.3931/e-rara-23656,,http://purl.org/dc/dcmitype/Image,image/jpeg,6815x4887,Deutsch,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,,,image,,https://omeka.unibe.ch/files/large/325651205c72c360329494a18b25a7c0f255bad0.jpg,https://omeka.unibe.ch/files/large/325651205c72c360329494a18b25a7c0f255bad0.jpg,,
abb2023002,,Grundriss der Stadt Basel,Samuel Ryhiner   (herausgegeben von Christian von Mechel ),1786,Neuzeit,"Plan der Stadt Basel aus dem Jahr 1786 mit dem Fluss Rhein. Ein Massstab wurde nicht angegeben. Eine Legende in der Ecke links unten verzeichnet die wichtigsten Plätze und Strassen, aufgeteilt nach der grossen Stadt (dem heutigen Grossbasel) und der kleinen Stadt (dem heutigen Kleinbasel). Unten in der Mitte befindet sich eine zweisprachige Legende mit den wichtigsten Gebäuden der Stadt, ebenfalls unterteilt in die grosse und kleine Stadt. Mittig unten ist zudem ein Basilisk eingezeichnet, der das Stadtwappen (Baslerstab) hält. Der Plan ist schwarz/grau.

Koordinaten: E 7°30'-E 7°39'/N 47°36'-N 47°31'",Stadt; Wohnen,Universitätsbibliothek Basel,UBH Kartenslg Schw MI 10d,https://doi.org/10.3931/e-rara-24021,,,image/jpeg,8067x7399,Deutsch,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,,,image,,https://omeka.unibe.ch/files/large/30287ad0a3fafb98499b246febd5da20e1459ea1.jpg,https://omeka.unibe.ch/files/large/30287ad0a3fafb98499b246febd5da20e1459ea1.jpg,,
